post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
366,ALZR11,0.8055,0.8000,0.8233,2.4700,0.8100,4.8600,0.7642,9.1700,4.0951,9.8571,4.9279,100.6600,2.4700,2025,0.7765,103.7400,-2.9470,1268381861.8400,5.6318,-2.1934,2.3345,0.7782,4.4765,0.7461,8.7197,0.7266,Misto,misto,100.19,1258541.48,1268381861.84,0.9658,0.9657798342008869,ALZR11,18,11.676871111276,152998,,,
283,APTO11,0.0900,1.0600,1.0600,3.1800,1.0433,6.2600,1.0242,12.2900,0.4728,1.4240,1.5378,8.5000,3.1800,2025,0.9231,9.7500,-2.1084,44967895.6100,12.8057,-1.2048,2.7684,0.9228,5.4939,0.9156,10.8414,0.9034,Imóveis Residenciais,imoveis-residenciais,8.51,14990.95,44967895.61,0.8779,0.8728205128205128,APTO11,3,26.515336817184,8746,,,
2784,APXM11,0.5454,0.6000,0.4067,1.2200,0.3983,2.3900,0.4308,5.1700,0.3071,-6.4855,0.9090,91.4500,1.2200,2025,,,,,,,,,,,,,Shoppings,shoppings,89.99,268977.52,349838527.95,0.7277,,APXM11,1,52.618864402502,616,,,
398,ARCT11,0.5000,0.0000,0.4330,1.2989,0.6359,3.8155,1.0462,12.5547,0.0000,,0.0000,,0.0000,2023,0.7628,99.7700,0.0401,369956160.0700,6.3085,0.8032,2.3120,0.7707,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,87.13,1053903.45,371534654.03,0.8696,0.8733086098025459,ARCT11,9,15.634888213165,43228,,,
2744,AROA11,0.0062,0.6100,0.6233,1.8700,0.6283,3.7700,0.6542,7.8500,4.1237,2.9005,4.7589,1.0100,1.8700,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,0.98,4217.76,160292470.92,1.0316,,AROA11,6,34.122909906922,4059,,,
369,ARRI11,0.0900,1.1500,1.1667,3.5000,1.1200,6.7200,1.1533,13.8400,5.5182,-3.9336,6.7316,7.8400,3.5000,2025,1.0613,8.4800,-4.2889,175692169.4400,-89.3667,-3.2731,3.1790,1.0597,6.4426,1.0738,13.4453,1.1204,Papéis,papeis,7.63,179726.05,175692169.44,0.8998,0.8997641509433961,ARRI11,1,17.505066348065,24580,,,
2746,ARXD11,0.0950,1.3000,1.3567,4.0700,0.9250,5.5500,0.5225,6.2700,6.7350,-4.7585,8.1225,7.2900,4.0700,2025,,,,,,,,,,,,,Papéis,papeis,7.6,109006.67,83759778.66,0.8172,,ARXD11,14,95.628091305862,1426,,,
1737,ASMT11,0.7700,1.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.5041,-5.8881,-4.4552,69.3600,2.1600,2023,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,35.19,31080.76,101958858.83,0.3732,,ASMT11,3,54.534032851299,1,,,
2748,ASRF11,256.3287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,10888,494.91,38978161.16,1.1173,,ASRF11,2,33.155839949136,68,,,
393,ATSA11,1.0300,1.9800,0.6600,1.9800,0.4867,2.9200,0.3550,4.2600,-2.6774,-0.7504,-0.7504,51.9800,1.9800,2025,1.3547,76.0300,-6.6429,133137714.4400,-14.0699,-5.3782,2.9502,0.9834,3.1341,0.5224,3.6416,0.3035,Shoppings,shoppings,49.5,685.76,133154576.99,0.651,0.6510587925818756,ATSA11,1,25.168683282097,300,,,
63,AURB11,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,85,4500.95,68110479.14,1.1214,,AURB11,2,33.887488597861,19,,,
3478,AZPL11,0.0900,1.4400,1.4267,4.2800,1.2850,7.7100,1.1014,7.7100,0.3200,-1.4729,1.7646,6.2700,4.2800,2025,,,,,,,,,,,,,Serviços Financeiros Diversos,servicos-financeiros-diversos,7.14,490479,174255610.04,0.7461,,AZPL11,1,37.377819927348,7093,,,
150,BARI11,0.8800,1.3400,1.4333,4.3000,1.2550,7.5300,1.1583,13.9000,5.5314,0.2527,6.9456,65.6300,4.3000,2025,1.0493,90.5400,-5.0545,419597349.8000,0.2814,-4.0583,2.9841,0.9947,5.4721,0.9120,10.6915,0.8910,Papéis,papeis,73.66,447435.43,419597349.8,0.8118,0.8135630660481554,BARI11,2,20.825459343564,35845,,,
168,BBFI11B,634.2308,47.5100,0.0000,0.0000,7.9183,47.5100,5.8142,69.7700,4.2163,119.3947,53.7294,1335.0000,69.7700,2024,73.3410,864.7700,-60.0858,112420203.1600,-43.6136,-30.8123,83.9220,27.9740,87.9655,14.6609,90.0699,7.5058,Lajes Corporativas,lajes-corporativas,1257.1,182918.19,111645834.19,0.4075,1.4536813256704093,BBFI11B,1,43.395087164048,6989,,,
354,BBFO11,0.6700,1.1300,1.1833,3.5500,1.0850,6.5100,1.0342,12.4100,7.4805,1.9767,8.6951,59.3400,3.5500,2025,1.0181,70.7200,-13.4712,283136492.4700,-8.4306,-12.5902,2.8359,0.9453,5.3679,0.8946,10.2036,0.8503,Fundo de Fundos,fundo-de-fundos,61.89,300279.57,283136492.47,0.8751,0.8751414027149321,BBFO11,14,15.205402599622,6828,,,
539,BBGO11,0.7900,1.1500,2.0333,6.1000,1.2283,7.3700,1.1175,13.4100,15.1454,-7.5710,16.4696,68.5000,6.1000,2025,0.8619,91.6600,-6.4083,367110535.7500,2.0484,-5.6016,3.4545,1.1515,6.2043,1.0340,11.9299,0.9942,Indefinido,indefinido,69.93,283355.76,367110535.75,0.7629,0.7629282129609427,BBGO11,0,18.288256235439,11984,,,
3480,BBIG11,0.0800,1.2000,1.2300,3.6900,1.1450,6.8700,1.1667,10.5000,-0.7429,0.8666,0.4481,6.6800,3.6900,2025,,,,,,,,,,,,,Serviços Financeiros Diversos,servicos-financeiros-diversos,7.04,856018.86,947616265.57,0.7364,,BBIG11,14,23.436899324709,28909,,,
339,BBIM11,0.0968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,0.0000,0.0000,-100.0000,667.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Papéis,papeis,0,,667.5,0,,BBIM11,14,,20,,,
145,BBPO11,0.9800,1.0900,1.0367,3.1100,1.0033,6.0200,0.9842,11.8100,-5.0601,11.5540,-4.0252,90.0600,11.8100,2024,0.9666,101.3900,0.8755,1614021771.6900,19.2371,1.8506,2.8987,0.9662,5.7759,0.9626,11.4566,0.9547,Agências de Bancos,agencias-de-bancos,96.75,1815419.7,1614021771.69,0.8018,0.9542361179603511,BBPO11,61,10.279900730323,68471,,,
284,BBRC11,1.0800,1.1400,1.1300,3.3900,1.0850,6.5100,1.0850,13.0200,2.3614,-6.0164,3.5284,94.9300,3.3900,2025,1.0293,104.9300,-2.5358,166843998.7800,9.6736,-1.5326,3.0680,1.0227,6.1305,1.0217,12.6115,1.0510,Agências de Bancos,agencias-de-bancos,105.9,76166.71,166843998.78,1.0091,1.009244258076813,BBRC11,21,17.605960803905,9211,,,
255,BCIA11,0.8400,1.0100,1.0767,3.2300,1.0367,6.2200,0.9708,11.6500,7.1604,5.7521,8.2427,82.9100,3.2300,2025,0.9088,92.4300,-7.8097,343757405.2400,-2.7757,-6.9719,2.8606,0.9535,5.4742,0.9124,10.3183,0.8599,Fundo de Fundos,fundo-de-fundos,83,349086.95,343757405.24,0.898,0.8979768473439359,BCIA11,14,18.687298257926,24495,,,
221,BCRI11,0.7700,1.2500,1.3500,4.0500,1.3217,7.9300,1.2808,15.3700,5.8471,7.7350,7.1701,61.7300,4.0500,2025,0.9909,84.7700,-15.9945,530472658.3600,-8.8158,-15.1620,2.8000,0.9333,5.5760,0.9293,10.7931,0.8994,Papéis,papeis,68.87,530362.81,530472658.36,0.8124,0.8124336439778225,BCRI11,14,17.981109358892,43150,,,
1844,BDIF11,1.0000,1.3400,1.3300,3.9900,1.2300,7.3800,1.1275,13.5300,1.1491,5.0400,2.5045,74.8200,3.9900,2025,,,,,,,,,,,,,Indefinido,indefinido,77.14,2012184.05,0,0,,BDIF11,,15.533855729271,0,,,
2998,BDIV11,1.6000,4.3600,1.4533,4.3600,11.5550,69.3300,6.8425,82.1100,-70.4428,-69.1541,-69.1541,36.7100,4.3600,2025,,,,,,,,,,,,,Indefinido,indefinido,37,277647,0,0,,BDIV11,,70.296261348409,0,,,
2753,BETW11,0.4398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Indefinido,indefinido,0,,263218013.14,0,,BETW11,1,,1,,,
422,BICE11,6.5500,0.7300,0.7900,2.3700,0.7200,4.3200,0.6225,7.4700,1.4577,-7.8553,2.1983,899.9500,2.3700,2025,0.6194,1046.1200,4.9489,139567039.6300,13.2331,5.5990,2.4145,0.8048,3.7940,0.6323,8.0115,0.6676,Fundo de Fundos,fundo-de-fundos,899.95,5869.22,139567039.63,0.8603,0.8602741559285743,BICE11,14,42.262908427141,120,,,
142,BICR11,0.3630,1.0200,0.0000,0.0000,0.2833,1.7000,0.3567,4.2800,-10.5448,-26.9733,-9.6324,35.6300,4.5200,2024,0.8539,42.5100,-57.2033,21256532.3100,-52.6563,-56.8378,2.0711,0.6904,3.8470,0.6412,106.0985,8.8415,Papéis,papeis,35.92,27.43,20805910.51,0.8633,0.844977652317102,BICR11,14,54.038343277347,641,,,
1860,BIDB11,1.3300,1.7100,1.5267,4.5800,1.3417,8.0500,1.2283,14.7400,5.4817,-0.6655,7.2854,77.7400,4.5800,2025,,,,,,,,,,,,,Indefinido,indefinido,78.89,306282.62,0,0,,BIDB11,,16.550967313609,0,,,
52,BIME11,0.0900,1.3300,1.3533,4.0600,1.3183,7.9100,1.2850,15.4200,4.9459,7.7656,6.3417,6.7900,4.0600,2025,1.0766,8.3600,-7.4197,48881012.0600,0.3331,-6.4230,3.2083,1.0694,6.2428,1.0405,11.8882,0.9907,Indefinido,indefinido,6.93,47876.86,48881012.06,0.8349,0.8289473684210527,BIME11,3,15.557443755838,8490,,,
3851,BINC11,1.0300,1.1300,1.1367,3.4100,1.3025,5.2100,1.3025,5.2100,2.8591,0.9966,4.0214,91.0200,3.4100,2025,,,,,,,,,,,,,Papéis,papeis,93.09,541168.05,0,0,,BINC11,,27.235417091086,0,,,
65,BIPD11,73.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,915.1,94906,109600543.16,0.9221,,BIPD11,1,11.141105239142,112,,,
119,BLCA11,0.5000,0.5700,0.5700,1.7100,0.5467,3.2800,0.5283,6.3400,2.9464,-4.7301,3.5332,87.0000,1.7100,2025,0.3738,133.7700,-6.8584,214039112.9500,32.1848,-6.5102,1.1204,0.3735,2.3792,0.3965,8.2777,0.6898,Indefinido,indefinido,90.05,104285.52,214039112.95,0.6732,0.673170367047918,BLCA11,1,52.021008556316,491,,,
377,BLCP11,0.5634,0.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,89.0000,4.2600,2022,0.5042,111.7373,-0.0172,256580339.9000,15.8140,0.4870,1.4285,0.4762,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,91,103127.5,118155565.38,1.4261,0.8144102282765021,BLCP11,14,0.871986216086,8102,,,
148,BLMC11,5.3373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.7400,2024,1.1300,94.6900,-1.4775,37827096.1200,2.8755,-0.3642,2.4708,0.8236,4.6291,0.7715,9.8418,0.8202,Papéis,papeis,85.75,150671.33,118155565.38,1.3438,0.9055866511775267,BLMC11,14,3.226525989103,8102,,,
415,BLMG11,0.3500,1.2300,2.0100,6.0300,1.6950,10.1700,1.4817,17.7800,1.3214,-8.2565,2.5677,28.3700,6.0300,2025,0.4974,70.3600,-26.6625,300354151.2200,-23.1193,-26.2977,2.5186,0.8395,4.6713,0.7786,8.1177,0.6765,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,32.6,394761.38,300354151.22,0.4633,0.46333143831722573,BLMG11,2,19.819781262906,13571,,,
424,BLMO11,0.4600,0.6000,0.5933,1.7800,0.6133,3.6800,0.5842,7.0100,-2.9923,9.3206,-2.4102,76.5100,1.7800,2025,0.4372,105.2200,-99.6446,104677735.5300,-99.5934,-99.6430,1.2928,0.4309,2.5910,0.4318,5.1420,0.4285,Lajes Corporativas,lajes-corporativas,77.8,1152557.48,104677735.53,0.7394,0.7394031552936704,BLMO11,1,42.507757262961,363,,,
171,BLMR11,0.3733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,0.6965,7.6100,-1.6796,194292702.5300,1.8154,-0.9948,2.0816,0.6939,4.3292,0.7215,9.3722,0.7810,Fundo de Fundos,fundo-de-fundos,6.78,1157702.33,118155565.38,0.1063,0.8909329829172142,BLMR11,14,3.493134806392,8102,,,
3216,BLOG11,0.0500,0.4900,0.3867,1.1600,0.5250,3.1500,0.3500,3.1500,-14.2017,-0.9695,-13.7813,10.2100,1.1600,2025,,,,,,,,,,,,,Misto,misto,10.5,581.62,317968266.47,0.9383,,BLOG11,5,61.492388659196,50,,,
83,BLUR11,0.4700,0.6800,0.8067,2.4200,0.7400,4.4400,0.6417,7.7000,-7.1705,-3.7623,-6.5393,69.5200,2.4200,2025,,,,,,,,,,,,,Papéis,papeis,68.5,1040.29,6618173.55,0.9315,,BLUR11,14,85.16132726465,150,,,
282,BMLC11,0.7000,0.7100,0.7300,2.1900,0.7467,4.4800,1.9108,22.9300,1.3682,6.7994,2.0879,99.2800,2.1900,2025,0.6577,106.4300,-6.2043,106261439.1900,3.0867,-5.5874,2.0641,0.6880,4.1683,0.6947,22.7665,1.8972,Lajes Corporativas,lajes-corporativas,97.14,484236.1,106261439.19,0.9127,0.9127125810391806,BMLC11,1,27.153485136286,1347,,,
133,BNFS11,0.9193,1.2900,1.2467,3.7400,1.3200,7.9200,1.3333,16.0000,-2.4698,-17.2508,-1.2117,71.0800,3.7400,2025,1.4449,77.7100,-14.9781,54394827.0900,-8.1575,-13.7497,4.2011,1.4004,9.0989,1.5165,18.8606,1.5717,Agências de Bancos,agencias-de-bancos,70.34,140276.24,54394827.09,0.9052,0.9051602110410502,BNFS11,18,22.329849245569,5678,,,
1767,BODB11,0.0992,1.3900,1.4167,4.2500,1.1000,6.6000,1.0533,12.6400,8.0060,-5.7118,9.5073,7.1500,4.2500,2025,,,,,,,,,,,,,Indefinido,indefinido,7.83,1194821.48,0,0,,BODB11,,18.560732389743,0,,,
248,BPFF11,0.6200,1.1300,1.1367,3.4100,1.0933,6.5600,1.0308,12.3700,6.8999,2.5724,8.1079,55.0000,3.4100,2025,0.8965,66.9300,-8.9264,300685260.5700,-5.4070,-8.1099,2.6991,0.8997,5.3018,0.8836,10.1621,0.8468,Fundo de Fundos,fundo-de-fundos,57.78,243390.48,300685260.57,0.8634,0.8632900044822949,BPFF11,14,17.03482812534,20808,,,
64,BPLC11,14.4205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Misto,misto,0,,324078934.63,0,,BPLC11,1,,114,,,
210,BPML11,1.0700,1.3600,1.4833,4.4500,1.4900,8.9400,1.3733,16.4800,13.5703,28.2603,15.1149,78.9200,4.4500,2025,0.8158,131.1600,5.1383,976067254.0900,6.9980,5.9960,2.4811,0.8270,4.9765,0.8294,9.9646,0.8304,Shoppings,shoppings,79.64,1698251.52,976067254.09,0.6072,0.6071973162549558,BPML11,4,26.868886221439,5368,,,
305,BPRP11,0.9250,0.0000,0.0000,0.0000,0.0000,0.0000,0.3783,4.5400,0.0000,,0.0000,,4.5400,2024,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,107.5,1228.57,169496975.27,0.8561,,BPRP11,15,15.537250867692,171,,,
226,BRCO11,0.8700,0.8700,0.8933,2.6800,0.8717,5.2300,0.8317,9.9800,7.1711,5.6974,8.1035,100.2800,2.6800,2025,0.7346,118.4300,-2.5107,1883637849.6400,6.8695,-1.7945,2.2034,0.7345,4.3999,0.7333,8.7736,0.7311,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,105.52,2315773.81,1883637849.64,0.891,0.8909904584986911,BRCO11,12,14.352619668073,117237,,,
165,BRCR11,0.4500,1.1300,1.2100,3.6300,1.2167,7.3000,1.1292,13.5500,1.7643,5.2878,2.9142,39.8000,3.6300,2025,0.5519,86.9700,-13.0822,2316665455.9400,-13.8682,-12.6024,1.7030,0.5677,3.4028,0.5671,6.6395,0.5533,Lajes Corporativas,lajes-corporativas,40.29,1460062.95,2312041738.97,0.4642,0.46326319420489825,BRCR11,6,16.05353489977,125967,,,
320,BREV11,0.5800,0.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3153,22.0818,0.8670,105.0000,10.0300,2023,0.0000,0.0000,-100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Lajes Corporativas,lajes-corporativas,105,202719.24,118155565.38,1.6455,,BREV11,1,0.339502029304,8102,,,
3453,BRFT11,1.0200,1.2800,0.4267,1.2800,0.9167,5.5000,1.3814,9.6700,-3.0303,-5.9548,-1.7891,80.0000,9.6700,2024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Misto,misto,81.69,26949.81,0,0,,BRFT11,,47.596133746625,0,,,
428,BRIM11,149.0000,15.7500,5.2500,15.7500,4.2483,25.4900,2.8983,34.7800,-10.0478,4.1196,4.1196,946.0000,15.7500,2025,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,459.99,20331.86,70653809.35,0.8082,,BRIM11,1,77.7770838094,530,,,
164,BRIP11,27.8900,3.4200,5.3033,15.9100,4.6500,27.9000,3.1900,38.2800,-4.3572,21.9481,-1.0862,815.0200,15.9100,2025,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,847,27824.14,164890596.02,1.1068,,BRIP11,10,108.69043594381,378,,,
181,BRLA11,1.1500,0.7800,0.7933,2.3800,0.5183,3.1100,0.3867,4.6400,4.9929,5.0598,5.8118,146.9900,4.6400,2024,0.6909,166.4600,5.3611,815145198.3800,-2.2562,6.0890,2.0806,0.6935,4.1023,0.6837,8.3655,0.6971,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,148,21194.28,815145198.38,0.841,0.8891024870839841,BRLA11,8,76.516526650649,435,,,
1834,BROF11,0.5700,1.2000,1.2067,3.6200,1.1533,6.9200,1.0692,12.8300,-2.7875,23.6303,-1.6209,47.4300,3.6200,2025,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,48.21,325068.1,1272382461.3,0.4399,,BROF11,2,24.352529989534,9460,,,
2991,BRZP11,0.6600,0.6700,0.7067,2.1200,0.6833,4.1000,0.6042,7.2500,6.2124,9.0652,6.9241,98.9900,2.1200,2025,,,,,,,,,,,,,,,101.81,458964.71,0,0,,BRZP11,,17.566054691675,0,,,
2614,BTAG11,1.2500,1.2600,201.6400,604.9200,105.8283,634.9700,57.1325,685.5900,-0.3303,977.6975,0.9255,99.5700,614.7000,2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Indefinido,indefinido,98.33,166732.43,0,0,,BTAG11,,33.289811179217,0,,,
446,BTAL11,0.8400,1.1500,1.2067,3.6200,1.2400,7.4400,1.2100,14.5200,5.5475,19.5152,6.7613,73.0600,3.6200,2025,0.7528,111.5900,6.2155,667628415.9600,16.0156,7.0150,2.2658,0.7553,4.5110,0.7518,8.7523,0.7294,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,72.45,583422.71,667628415.96,0.6493,0.64925172506497,BTAL11,9,16.876621186145,39898,,,
1769,BTCI11,0.0930,1.0900,1.0933,3.2800,1.0867,6.5200,1.0542,12.6500,4.6569,12.9729,5.7976,8.5400,3.2800,2025,,,,,,,,,,,,,Papéis,papeis,8.95,1270134.14,979504167.31,0.9096,,BTCI11,14,17.052715991898,186510,,,
350,BTCR11,0.9000,0.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-5.9618,14.5378,-5.0402,91.9600,12.5300,2022,0.9447,95.2700,0.6413,458252683.7300,4.6229,1.5920,2.8966,0.9655,6.6450,1.1075,,,Papéis,papeis,88,244777.71,118155565.38,1.3791,0.9236905636611735,BTCR11,14,32.776924943563,8102,,,
3963,BTHF11,0.0920,1.2200,1.3133,3.9400,1.2875,5.1500,1.2875,5.1500,9.1437,-2.1253,10.4752,7.5200,3.9400,2025,,,,,,,,,,,,,Papéis,papeis,7.61,3521585,2037511480.3,0.7697,,BTHF11,,22.590955731165,326504,,,
2960,BTHI11,0.2910,0.6900,0.8900,2.6700,0.9433,5.6600,0.8792,10.5500,6.9264,1.8444,7.6642,41.9900,2.6700,2025,,,,,,,,,,,,,Hotéis,hoteis,40.65,17736.48,632271369.56,0.5927,,BTHI11,14,35.76521231541,1318,,,
432,BTLG11,0.7800,0.8200,0.8633,2.5900,0.8600,5.1600,0.8308,9.9700,2.0480,11.2004,2.8848,95.1700,2.5900,2025,0.7512,103.8400,5.1331,4490815678.7000,11.3901,5.9229,2.3456,0.7819,4.5892,0.7649,9.0703,0.7559,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,97.49,6819920.95,4490815678.7,0.9388,0.9388482280431432,BTLG11,31,15.795411030123,376433,,,
3285,BTML11,0.8500,0.8400,0.9533,2.8600,0.8833,5.3000,0.4417,5.3000,0.0000,1.2295,0.8400,101.3700,2.8600,2025,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,101.37,,130902089.5,0.879,,BTML11,2,2.818957285451,1,,,
251,BTRA11,0.3000,0.5700,0.7133,2.1400,0.7517,4.5100,0.7067,8.4800,10.4167,36.0696,11.0460,53.0000,2.1400,2025,0.2725,110.0900,-20.6273,370390290.1900,13.3254,-20.4110,0.9269,0.9269,1.7402,0.2900,3.4421,0.2868,Indefinido,indefinido,55.62,323921.05,370390290.19,0.5151,0.5052229993641566,BTRA11,6,28.041673001792,13301,,,
197,BTSG11,0.9500,0.6000,0.6000,1.8000,0.5967,3.5800,0.4033,4.8400,0.0000,1.2027,0.6000,158.1000,1.8000,2025,0.6250,152.0100,10.4323,117808630.0800,22.3868,11.1224,1.8750,0.6250,3.8368,0.6395,7.6577,0.6381,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,158.1,27.65,117808630.08,1.0401,1.0400631537398854,BTSG11,1,38.525928728797,107,,,
421,BTSI11,0.7800,0.7000,0.7000,2.1000,0.6917,4.1500,0.4008,4.8100,0.0000,2.1147,0.7000,111.6000,2.1000,2025,,,,,,,,,,,,,Misto,misto,111.6,4.87,610540100.27,0.9458,,BTSI11,5,20.334999065027,187,,,
370,BTWR11,0.5600,0.5300,0.5267,1.5800,0.5517,3.3100,0.3242,3.8900,0.0000,1.5883,0.5300,105.4900,1.5800,2025,0.4820,114.1000,1.8659,92336348.5300,10.5959,2.3569,1.5358,0.5119,3.1266,0.5211,6.3961,0.5330,Fundo de Desenvolvimento,fundo-de-desenvolvimento,105.49,3862.9,92336348.53,0.9245,0.9245398773006135,BTWR11,1,43.291525804975,139,,,
3513,BTYU11,0.1210,1.1700,1.1933,3.5800,1.2017,7.2100,1.1756,10.5800,-1.4286,6.9289,-0.2753,10.3500,3.5800,2025,,,,,,,,,,,,,Incorporações,incorporacoes,10.5,398.24,308116308.88,1.0224,,BTYU11,14,56.065861210856,231,,,
321,BZEL11,5.0924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Misto,misto,0,,514371342.85,0,,BZEL11,14,,3,,,
68,CACR11,1.3100,1.4700,1.5367,4.6100,1.4733,8.8400,1.4733,17.6800,4.1696,3.6354,5.7009,89.1900,4.6100,2025,1.3598,95.6000,-7.6596,462331618.0700,30.7146,-6.4039,4.1449,1.3816,8.1976,1.3663,16.5212,1.3768,Papéis,papeis,97.72,1022104.29,462331618.07,1.0222,1.0221757322175733,CACR11,14,27.632536097546,24361,,,
336,CARE11,0.0084,0.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6316,-7.3924,-2.4076,3.7000,1.3600,2021,0.1045,1.6041,-0.2412,286915148.0400,3.5632,-0.1369,0.3129,0.1043,0.6074,0.1012,,,Misto,misto,1.37,31413.48,249181968.23,0.1966,0.854061467489558,CARE11,14,39.72923439213,11617,,,
276,CBOP11,0.1000,0.4900,0.4700,1.4100,0.3333,2.0000,0.3558,4.2700,-1.4897,-15.0024,-1.0070,20.5000,1.4100,2025,0.1482,67.4600,-8.6156,95454378.2700,-18.4386,-8.4801,0.3708,0.3708,0.5797,0.5797,1.5800,0.1317,Lajes Corporativas,lajes-corporativas,21.12,9205.05,95454378.27,0.3187,0.31307441446783285,CBOP11,1,39.730334641678,2407,,,
58,CCME11,0.0800,0.9900,1.0067,3.0200,0.9817,5.8900,0.8925,10.7100,8.0000,6.3323,9.0692,8.1000,3.0200,2025,,,,,,,,,,,,,Indefinido,indefinido,8.78,268156.1,688970798.13,0.8642,,CCME11,2,30.667819483254,7727,,,
261,CCRF11,3.5013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,3.7556,93.2300,-2.8551,146548498.3100,3.5515,0.7933,4.8739,1.6246,8.2918,1.3820,12.5631,1.0469,Papéis,papeis,92.5,1276.82,118155565.38,1.4496,0.9921699023919339,CCRF11,14,8.061205807437,8102,,,
3563,CCVA11,0.6000,0.6100,0.6067,1.8200,0.5750,3.4500,0.4929,3.4500,0.0000,1.8310,0.6100,98.9700,1.8200,2025,,,,,,,,,,,,,Indefinido,indefinido,98.97,159202.27,60330156.43,1.013,,CCVA11,1,5.05934360467,1,,,
2477,CDII11,1.1600,1.1500,1.1133,3.3400,1.1183,6.7100,1.1858,14.2300,0.2183,-1.7853,1.3708,101.0200,3.3400,2025,,,,,,,,,,,,,Indefinido,indefinido,105.49,3489486.48,0,0,,CDII11,,14.787016762749,0,,,
183,CEOC11,0.4410,1.1700,1.1967,3.5900,1.2167,7.3000,1.1417,13.7000,1.1312,4.4958,2.3144,37.5500,3.5900,2025,0.6024,73.0400,-7.3096,132622452.8200,-14.9542,-6.7513,1.8900,0.6300,3.7622,0.6270,7.2703,0.6059,Lajes Corporativas,lajes-corporativas,38.61,44062.29,132622452.82,0.5286,0.5286144578313252,CEOC11,1,18.739154708149,4244,,,
