post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
134,CFHI11,120.0000,19.1600,6.9667,20.9000,3.4833,20.9000,2.9857,20.9000,-1.6954,17.1397,17.1397,626.2000,20.9000,2025,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,626.2,27.22,48848454.86,1.2127,,CFHI11,9,14.301693420483,101,,,
69,CFII11,10.5000,1.1000,3.1133,9.3400,3.1133,9.3400,3.1133,9.3400,0.0000,1.1000,1.1000,952.6000,9.3400,2025,,,,,,,,,,,,,Indefinido,indefinido,952.6,6250,147897827.16,0.8136,,CFII11,5,13.902488018456,113,,,
3225,CIXM11,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Misto,misto,9.04,220499.5,231003763.09,0.2398,,CIXM11,14,,108,,,
157,CJCT11,0.1500,0.2700,0.9100,0.9100,0.2367,1.4200,0.2125,2.5500,3.9650,13.6743,4.2457,55.8500,0.9100,2025,0.0000,57.9017,0.5813,156913697.5600,0.5813,0.5813,,,,,,,Lajes Corporativas,lajes-corporativas,59.99,15239.81,229291228.29,0.8216,1.0360662985715445,CJCT11,1,35.762364279763,917,,,
2962,CLIN11,1.0100,1.2000,1.2600,3.7800,1.1967,7.1800,1.1533,13.8400,11.6313,8.6018,12.9709,84.1700,3.7800,2025,,,,,,,,,,,,,Fundo de Fundos,fundo-de-fundos,88.42,740599.81,419591827.33,0.916,,CLIN11,14,17.571509760676,11225,,,
327,CNES11,0.0071,0.6600,0.7867,2.3600,0.7200,4.3200,0.6133,7.3600,7.0000,5.3295,7.7062,1.0700,2.3600,2025,0.1728,7.5800,-91.5241,258610387.2100,-91.1382,-91.5094,0.3537,0.3537,0.5905,0.5905,1.2101,0.1008,Lajes Corporativas,lajes-corporativas,1.12,45223.05,258610387.21,0.1464,0.14775725593667546,CNES11,1,46.371956334037,99020,,,
2756,COPP11,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,103,1827632,455988985.53,1.0027,,COPP11,4,17.748239349299,127,,,
362,CORM11,0.7700,0.9006,0.9212,2.7636,0.8919,5.3513,0.9485,11.3823,-2.9732,-4.2658,-2.0994,85.5000,6.2039,2022,0.8945,90.5559,-2.3278,92123992.7200,0.2094,-1.4542,2.6360,0.8787,,,,,Lajes Corporativas,lajes-corporativas,0,,0,0,,CORM11,,,0,,,
381,CPFF11,0.5000,0.8000,0.6667,2.0000,0.7517,4.5100,0.8167,9.8000,1.3171,4.7849,2.1276,62.3100,1.4500,2025,0.6872,72.7600,-5.8489,185752469.0200,0.0629,-5.2019,1.6879,0.5626,3.9253,0.6542,8.7944,0.7329,Fundo de Fundos,fundo-de-fundos,69.9,2606310.52,185752469.02,0.9607,0.9606926882902694,CPFF11,14,18.246281219572,7084,,,
2754,CPFO11,31.4246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Fundo de Fundos,fundo-de-fundos,0,,118155565.38,0,,CPFO11,14,,8102,,,
3365,CPLG11,0.1500,1.3500,1.3900,4.1700,1.4875,5.9500,1.4875,5.9500,4.2095,8.6191,5.6164,11.1400,2.7500,2025,,,,,,,,,,,,,Misto,misto,11.19,4301177.38,344517274.12,1.1157,,CPLG11,1,26.329262103821,250,,,
3220,CPOF11,0.2000,0.1800,0.5900,1.7700,0.6933,4.1600,0.6058,7.2700,0.8004,3.8994,0.9819,108.3000,1.7700,2025,,,,,,,,,,,,,Misto,misto,108.5,1831264.05,455988985.53,1.0563,,CPOF11,4,29.913596492752,127,,,
2815,CPSH11,0.1000,1.1200,1.1367,3.4100,1.1700,7.0200,1.0892,13.0700,2.2857,8.9256,3.4313,8.9500,3.4100,2025,,,,,,,,,,,,,Indefinido,indefinido,9.02,4127257.81,930082493.98,0.7729,,CPSH11,7,17.153896753487,15019,,,
1862,CPTI11,1.0000,1.2000,1.2200,3.6600,1.1717,7.0300,1.1783,14.1400,7.9142,1.0875,9.2092,83.0400,3.6600,2025,,,,,,,,,,,,,Indefinido,indefinido,86.78,2093312.33,0,0,,CPTI11,,16.339158460579,0,,,
460,CPTR11,0.0850,1.1300,0.7300,2.1900,0.5633,3.3800,0.8983,10.7800,18.6120,-8.5049,19.9523,7.5200,2.1900,2025,0.6837,9.8000,-90.0691,405538039.5300,-89.8593,-90.0012,2.7568,0.9189,5.7712,0.9619,12.1082,1.0090,Indefinido,indefinido,7.94,2217440.62,405538039.53,0.8102,0.810204081632653,CPTR11,0,18.382484806058,26087,,,
447,CPTS11,0.0800,1.1600,1.1867,3.5600,1.1133,6.6800,1.0808,12.9700,11.8506,13.6657,13.1481,6.8900,3.5600,2025,0.8731,8.5900,-90.3222,2730921865.1800,-90.1406,-90.2377,2.6265,0.8755,5.1117,0.8520,10.3892,0.8658,Papéis,papeis,7.2,9109679.81,2730921865.18,0.8382,0.8381839348079162,CPTS11,14,22.467011407584,356478,,,
2559,CRAA11,1.1000,1.2000,1.0100,3.0300,1.0100,6.0600,1.0908,13.0900,4.8208,9.1777,6.0786,91.5400,3.0300,2025,1.0814,101.7200,0.0000,241051572.0800,0.0000,0.0000,2.3691,0.7897,5.4372,0.9062,12.7781,1.0648,Indefinido,indefinido,92.85,477979.9,241051572.08,0.9128,0.912799842705466,CRAA11,,16.486883704637,7798,,,
436,CRFF11,0.6100,0.9800,0.9800,2.9400,0.9333,5.6000,0.8625,10.3500,2.7512,-3.1785,3.7582,62.3700,2.9400,2025,0.7984,76.4000,-9.0476,52721411.3600,-3.1886,-8.3214,2.4068,0.8023,4.6719,0.7787,8.8345,0.7362,Fundo de Fundos,fundo-de-fundos,66,338318.14,52721411.36,0.8639,0.8638743455497382,CRFF11,14,31.552380485218,1291,,,
2757,CSMC11,12.3453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Indefinido,indefinido,0,,1685131072.19,0,,CSMC11,7,,1,,,
242,CTXT11,0.0100,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0004,-50.7546,1.0408,23.2200,1.3300,2021,0.1862,48.3312,-0.0969,125384663.8500,0.5388,0.0892,0.3930,0.1310,0.8061,0.1343,,,Lajes Corporativas,lajes-corporativas,5.89,1030.29,99600813.8,0.2319,0.12186744794252986,CTXT11,1,60.59411328531,2361,,,
430,CVBI11,1.0500,1.2500,1.3200,3.9600,1.2083,7.2500,1.1633,13.9600,11.8459,17.5041,13.2440,84.2200,3.9600,2025,1.1536,91.0200,-3.0258,1002106042.1300,4.6615,-1.9071,3.2948,1.0983,6.0290,1.0048,12.2082,1.0173,Papéis,papeis,84.45,1697199.29,1002106042.13,0.9278,0.9278180619644035,CVBI11,14,19.781503863027,86783,,,
72,CVPR11,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Indefinido,indefinido,0,,3397336.69,0,,CVPR11,14,,2,,,
86,CXAG11,0.7000,0.9900,1.0000,3.0000,0.9967,5.9800,0.9825,11.7900,-1.3341,5.6185,-0.3573,71.0000,3.0000,2025,0.6009,116.4900,1.6049,243535549.2900,21.6791,2.2154,1.8284,0.6095,3.6189,0.6032,7.2131,0.6011,Agências de Bancos,agencias-de-bancos,70.47,123464.38,243535549.29,0.6061,0.6049446304403812,CXAG11,32,12.860079339134,12172,,,
343,CXCE11B,0.4293,1.0900,1.0833,3.2500,1.0933,6.5600,1.0200,12.2400,0.1777,3.7260,1.2696,39.4700,12.2400,2024,0.6722,64.5300,-1.6311,110543765.8800,0.1881,-0.9698,1.9759,0.6586,3.9188,0.6531,7.8145,0.6512,Lajes Corporativas,lajes-corporativas,44.01,9205,110543765.88,0.5962,0.6820083682008368,CXCE11B,1,22.210224132398,3247,,,
132,CXCI11,0.7500,1.1700,1.1767,3.5300,1.1267,6.7600,1.0617,12.7400,2.5213,0.6089,3.7208,63.8400,3.5300,2025,0.9508,78.8800,-15.2830,162320526.2100,-12.6404,-14.4775,2.8700,0.9567,5.5011,0.9169,10.3461,0.8622,Indefinido,indefinido,66.7,106597.14,162320526.21,0.8456,0.8455882352941178,CXCI11,14,19.826212144938,5337,,,
147,CXCO11,0.6550,1.1700,1.2767,3.8300,1.1067,6.6400,1.0350,12.4200,1.5017,6.5180,2.6893,56.1000,3.8300,2025,0.6786,96.5200,-2.7996,378793366.2700,10.2698,-2.1400,2.0782,0.6927,3.8369,0.6395,7.9910,0.6659,Lajes Corporativas,lajes-corporativas,58.47,107947.76,378793366.27,0.6058,0.605781185246581,CXCO11,10,19.661291725347,12929,,,
363,CXRI11,0.5900,0.9300,0.9367,2.8100,0.8933,5.3600,0.8442,10.1300,2.3756,-2.1231,3.3277,63.3500,2.8100,2025,0.7818,75.4700,-8.6872,118929598.3700,-3.6984,-7.9734,2.3383,0.7794,4.4948,0.7491,8.4161,0.7013,Fundo de Fundos,fundo-de-fundos,63.14,136898.43,118929598.37,0.8366,0.8366238240360409,CXRI11,1,38.064439674814,1872,,,
380,CXTL11,2.1978,1.0000,1.0067,3.0200,0.9017,5.4100,0.8467,10.1600,-4.3834,12.6251,-3.4272,218.7900,3.0200,2025,0.5372,414.5300,-15.3156,22217532.9900,-28.6192,-14.8607,1.5286,0.5095,2.9027,0.4838,5.9329,0.4944,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,222.87,5476.38,22217532.99,0.5376,0.5376450437845272,CXTL11,1,42.453265934642,661,,,
257,CYCR11,0.1000,1.1800,1.2200,3.6600,1.1333,6.8000,1.1967,14.3600,11.7260,7.9038,13.0443,8.4800,3.6600,2025,1.0787,9.2700,-2.8302,338807233.6600,-89.4083,-1.7820,3.1206,1.0402,5.9856,0.9976,12.9597,1.0800,Indefinido,indefinido,8.71,550620.33,338807233.66,0.9396,0.9395900755124057,CYCR11,14,17.423956470673,18657,,,
3367,DAMA11,0.0800,1.0100,0.8133,2.4400,0.7750,4.6500,0.9725,7.7800,-12.7212,-13.2612,-11.8397,7.8900,2.4400,2025,,,,,,,,,,,,,Misto,misto,7.49,19357.29,46705146.66,0.8874,,DAMA11,14,32.590489214081,717,,,
198,DAMT11B,0.0425,0.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.9968,-16.7229,-16.7229,12.9900,0.3300,2024,,,,,,,,,,,,,Shoppings,shoppings,11.45,14,250605203.32,0.8126,,DAMT11B,2,50.905780413677,536,,,
465,DCRA11,0.0900,1.2500,1.4133,4.2400,1.3667,8.2000,1.3433,16.1200,-1.6438,6.5243,-0.4144,7.1800,4.2400,2025,0.8873,9.5800,0.0000,64525992.5900,0.0000,0.0000,0.8873,0.8873,0.8873,0.8873,0.8873,0.8873,Indefinido,indefinido,7.35,59205,64525992.59,0.7672,0.767223382045929,DCRA11,0,17.600629707085,17201,,,
412,DEVA11,0.4300,1.4800,1.4800,4.4400,1.4417,8.6500,1.3900,16.6800,0.8690,3.5427,2.3618,29.0200,4.4400,2025,0.4236,96.7800,-4.4620,1359316247.8000,15.0447,-4.0573,1.3266,0.4422,2.6840,0.4473,6.0352,0.5029,Papéis,papeis,29.97,543902.62,1359316247.8,0.31,0.3096714197148171,DEVA11,14,24.435895748389,92781,,,
159,DLMT11,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Varejo,varejo,0,,8170052.53,0,,DLMT11,7,,9,,,
74,DPRO11,0.0550,0.9000,1.0000,3.0000,0.9533,5.7200,0.8658,10.3900,1.3311,4.7499,2.2431,6.0900,3.0000,2025,,,,,,,,,,,,,Indefinido,indefinido,5.9,660.43,45661599.24,0.6462,,DPRO11,1,56.859788067141,771,,,
296,DRIT11B,0.5300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.6300,0.0000,,0.0000,84.6700,0.6300,2025,0.4596,130.5600,-1.3599,60485010.4100,7.4571,-0.9066,1.2352,0.4117,2.4650,0.4108,9.6988,0.8082,Lajes Corporativas,lajes-corporativas,83.3,1547,60485010.41,0.674,0.6380208333333333,DRIT11B,4,29.849726723528,348,,,
450,DVFF11,0.0650,1.0700,1.1767,3.5300,1.1267,6.7600,1.0525,12.6300,1.8364,3.9123,2.9260,6.1000,3.5300,2025,0.8895,7.8700,-91.3611,86625572.1200,-90.4849,-91.2843,2.7393,0.9131,5.2619,0.8770,9.9291,0.8274,Fundo de Fundos,fundo-de-fundos,6.27,45577.38,86625572.12,0.7967,0.7966963151207115,DVFF11,14,24.876455493468,1908,,,
303,EDFO11B,1.2787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,0.6016,210.4700,9.6883,49670858.8500,20.1556,10.3482,2.0135,0.6712,4.1821,0.6970,8.9779,0.7482,Lajes Corporativas,lajes-corporativas,229.98,7938.5,49670858.85,0.5583,1.092697296526821,EDFO11B,1,181.93250260017,490,,,
357,EDGA11,0.0900,0.5400,0.6300,1.8900,0.4933,2.9600,0.4450,5.3400,5.5242,6.4617,6.0940,16.8100,1.8900,2025,0.1387,64.9100,5.8891,247436555.1300,-0.6058,6.0359,0.4264,0.4264,0.7140,0.7140,1.4870,0.1239,Lajes Corporativas,lajes-corporativas,17.01,5750.29,247511894.62,0.262,0.2620551532891697,EDGA11,1,21.770499837034,4168,,,
467,EGAF11,1.2570,1.4700,1.4867,4.4600,1.3867,8.3200,1.3142,15.7700,2.8547,1.6690,4.3667,85.3900,4.4600,2025,1.3341,98.9400,0.0000,309882455.7200,0.0000,0.0000,3.6471,1.2157,7.2668,1.2111,14.4719,1.2060,Indefinido,indefinido,89.84,649053.86,309882455.72,0.908,0.9080250656963818,EGAF11,0,13.590810332965,11234,,,
3000,ENDD11,0.0791,0.0800,0.0800,0.0800,0.0800,0.0800,0.6773,7.4500,-9.8307,16.2590,-9.7585,98.5100,10.3800,2024,,,,,,,,,,,,,Indefinido,indefinido,97.57,196693.9,0,0,,ENDD11,,13.389226669466,0,,,
530,EQIA11,0.4503,,,,,,,,,,,,,2021,,,,,,,,,,,,,Fiagro,fiagro,0,,0,0,,EQIA11,,,0,,,
50,EQIR11,0.1000,1.2600,1.3100,3.9300,1.2817,7.6900,1.2258,14.7100,9.2287,20.5518,10.6049,7.9300,3.9300,2025,1.0741,9.3100,-4.6107,101591519.9100,-89.8857,-3.5861,3.1359,1.0453,6.0998,1.0166,11.7566,0.9797,Indefinido,indefinido,7.94,131976,101591519.91,0.8528,0.8528464017185822,EQIR11,14,17.641464507222,10419,,,
330,ERCR11,146.5025,0.9300,1.6600,4.9800,2.7900,16.7400,1.3950,16.7400,0.0000,0.9300,0.9300,15707.8500,0.9300,2025,0.5553,26382.7300,-60.3446,62685372.1700,-57.6979,-60.1244,4.6433,1.5478,21.6829,3.6138,42.6842,3.5570,Varejo,varejo,15707.85,,62632039.13,0.5959,0.5953837984166157,ERCR11,14,25.216926991221,10,,,
394,ERPA11,0.8300,0.6200,0.6200,1.8600,0.6283,3.7700,0.4792,5.7500,-0.0075,4.9982,0.6125,133.9900,1.8600,2025,0.5210,159.3100,16.2253,79803065.0000,43.7270,16.8308,1.5693,0.5231,3.3448,0.5575,6.7842,0.5653,Lajes Corporativas,lajes-corporativas,133.16,12.67,79803065,0.8359,0.8358546230619547,ERPA11,2,45.964624795551,442,,,
3004,ESUD11,72.9256,23.0800,7.6933,23.0800,5.7700,23.0800,5.7700,23.0800,0.0000,,0.0000,315.9900,23.0800,2025,,,,,,,,,,,,,Indefinido,indefinido,315.99,1579.95,0,0,,ESUD11,,29.283225139391,0,,,
3009,ESUT11,67.4877,210.9000,70.3000,210.9000,52.7250,210.9000,52.7250,210.9000,0.0000,,0.0000,32.0000,210.9000,2025,,,,,,,,,,,,,Indefinido,indefinido,32,609.52,0,0,,ESUT11,,9.955257046262,0,,,
3002,ESUU11,63.8380,199.4900,66.4967,199.4900,49.8725,199.4900,49.8725,199.4900,0.0000,,0.0000,32.0000,199.4900,2025,,,,,,,,,,,,,Indefinido,indefinido,32,3200,0,0,,ESUU11,,10.592621030417,0,,,
249,EURO11,1.9300,0.8600,0.8833,2.6500,0.8667,5.2000,0.8333,10.0000,3.1393,7.1738,4.0263,225.0500,2.6500,2025,0.5863,329.2100,1.3796,126396307.3100,13.5977,1.9739,1.7380,0.5793,3.4061,0.5677,6.7461,0.5622,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,226.73,29069.43,126396307.31,0.6887,0.6887093344673613,EURO11,7,23.242583603827,2148,,,
201,EVBI11,0.1100,1.0500,0.9600,2.8800,0.8567,5.1400,0.8208,9.8500,5.7402,23.4775,6.8505,10.5000,9.8500,2024,0.9635,9.8600,-90.1143,411540046.9800,-89.2207,-90.0190,2.5295,0.8432,4.8338,0.8056,9.3981,0.7832,Misto,misto,9.5,32194.42,411540046.98,1.0254,0.9634888438133875,EVBI11,13,14.992892709637,1313,,,
75,EXES11,0.1300,1.3700,1.3167,3.9500,1.2250,7.3500,0.9725,11.6700,2.0430,8.8181,3.4410,9.4900,3.9500,2025,,,,,,,,,,,,,Indefinido,indefinido,9.44,247942.81,69156845.19,0.9702,,EXES11,14,22.774361753842,508,,,
358,FAED11,1.6000,1.1800,1.1900,3.5700,1.1650,6.9900,1.1067,13.2800,1.4477,4.8934,2.6447,135.9500,3.5700,2025,0.7207,222.0100,2.0126,153716109.3400,9.3508,2.7478,2.1490,0.7163,4.3057,0.7176,8.5667,0.7139,Educacional,educacional,133.52,54623.81,153716109.34,0.6014,0.6014143507049232,FAED11,4,16.815841148484,4275,,,
260,FAMB11B,1001.6086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,0.2549,3593.2641,0.5329,376574076.5000,12.8199,0.7891,1.6973,0.5658,4.2585,0.7098,9.3869,0.7822,Lajes Corporativas,lajes-corporativas,609.99,47041.93,424524340.32,0.1761,0.169759300464444,FAMB11B,1,47.009538103694,2173,,,
2762,FAOE11,11.1609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,926.9,,118155565.38,14.5259,,FAOE11,3,,8102,,,
264,FATN11,0.8000,1.0700,1.0767,3.2300,1.0550,6.3300,1.0200,12.2400,-0.8978,-0.4871,0.1626,75.0600,3.2300,2025,0.8126,98.4500,-0.5656,416894433.4500,5.7112,0.2424,2.5329,0.8443,5.0227,0.8371,9.9773,0.8314,Lajes Corporativas,lajes-corporativas,75.21,741121.52,416894433.45,0.7638,0.7639410868461147,FATN11,54,10.582446795511,16950,,,
326,FCFL11,0.8600,0.7800,0.8100,2.4300,0.7900,4.7400,0.7550,9.0600,1.9666,5.8423,2.7619,110.4400,2.4300,2025,0.6985,123.1200,5.9826,427731230.5600,25.8074,6.7229,2.1020,0.7007,4.1850,0.6975,8.3270,0.6939,Educacional,educacional,112.17,210683.67,427769973.46,0.911,0.9110623781676414,FCFL11,1,15.522605748965,3540,,,
406,FEXC11,0.5000,0.0000,0.3593,1.0778,0.6898,4.1390,0.9567,11.4804,0.0000,,0.0000,,0.0000,2023,0.9917,90.7500,-1.1330,1003494922.3900,7.1154,-0.1525,2.9519,0.9840,6.4561,1.0760,,,Papéis,papeis,83.5,860137.12,1001470167.13,0.0988,0.9201101928374655,FEXC11,,14.56643696571,36232,,,
470,FGAA11,0.0600,0.7300,1.1767,3.5300,1.2417,7.4500,1.2400,14.8800,7.5521,11.8287,8.3372,8.2600,3.5300,2025,1.1423,9.6300,0.0000,434150280.5600,0.0000,0.0000,3.3241,1.1080,6.5997,1.0999,13.2168,1.1014,Indefinido,indefinido,8.5,850589.43,434150280.56,0.8827,0.8826583592938733,FGAA11,0,13.85963538416,50144,,,
286,FIGS11,0.4500,0.9800,0.9867,2.9600,0.9383,5.6300,0.8783,10.5400,10.3217,0.7318,11.4028,45.9600,2.9600,2025,0.5650,76.1000,-0.4969,216885472.9300,-19.5003,0.0654,1.6927,0.5642,3.2790,0.5465,6.4540,0.5378,Shoppings,shoppings,46.29,214643,216885472.93,0.6083,0.6082785808147175,FIGS11,2,15.903781247964,12473,,,
265,FIIB11,3.7500,0.7500,0.7667,2.3000,0.7717,4.6300,0.7450,8.9400,3.2295,6.3030,4.0037,501.2000,2.3000,2025,0.7887,475.4800,3.0315,325704018.7500,14.1865,3.8441,2.3642,0.7881,4.7250,0.7875,9.1422,0.7618,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,503.02,173194.48,325704018.75,1.0638,1.0579204172625556,FIIB11,9,13.676769335984,15703,,,
364,FIIP11B,1.4000,0.9300,1.0133,3.0400,0.9583,5.7500,0.8900,10.6800,11.3823,7.1106,12.4181,150.6000,3.0400,2025,0.7041,198.8400,6.8056,184360354.7200,8.4593,7.5576,2.1141,0.7047,4.2533,0.7089,8.5188,0.7099,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,161.37,1172.8,184360354.72,0.7438,0.8115570307785154,FIIP11B,7,11.961126885575,6586,,,
219,FISC11,0.5000,0.7900,0.7567,2.2700,0.7433,4.4600,0.5992,7.1900,-0.8432,2.9682,-0.0599,63.5000,2.2700,2025,0.3939,114.2400,-0.7127,194205193.2700,0.1719,-0.3216,1.2432,0.4144,2.4464,0.4077,4.2723,0.3560,Lajes Corporativas,lajes-corporativas,61,660.52,194205193.27,0.534,0.5339635854341737,FISC11,5,92.604098429343,210,,,
136,FLCR11,1.1000,1.1400,1.3267,3.9800,1.2917,7.7500,1.2917,15.5000,0.6269,8.8584,1.7740,96.3100,3.9800,2025,1.1674,94.2300,-4.2573,70842992.6600,6.5213,-3.1396,4.1295,1.3765,7.7305,1.2884,14.8597,1.2383,Papéis,papeis,96.93,28640.29,70015964.26,1.0408,1.0286532951289398,FLCR11,1,11.115768494844,3018,,,
2849,FLFL11,0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0,,492390601.62,0,,FLFL11,1,,1,,,
401,FLMA11,0.7900,0.6100,0.7467,2.2400,0.8167,4.9000,0.8033,9.6400,1.2252,4.6692,1.8427,129.7100,2.2400,2025,0.3994,220.3300,37.4914,304198130.8200,50.6613,38.0406,1.4988,0.4996,2.9937,0.4990,5.7791,0.4816,Lajes Corporativas,lajes-corporativas,126.1,86766.29,304198130.82,0.5723,0.5723233331820451,FLMA11,2,19.866263182742,12781,,,
416,FLRP11,14.0000,0.7500,0.7533,2.2600,0.7217,4.3300,0.6433,7.7200,3.5052,3.9758,4.2815,1876.0000,2.2600,2025,0.6880,2034.9200,11.3993,147531607.3000,25.2439,12.1657,1.9678,0.6559,3.6722,0.6120,7.2745,0.6062,Shoppings,shoppings,1994.97,21978.29,147531607.3,0.9804,0.9803677785858903,FLRP11,1,36.42805489815,794,,,
338,FMOF11,0.2300,0.6400,0.8733,2.6200,0.4367,2.6200,0.2983,3.5800,-27.8967,-28.6817,-27.4353,36.0300,2.6200,2025,0.1983,115.9900,-2.1924,58923306.3300,-5.0570,-1.9985,1.4791,0.4930,2.3924,0.3987,3.6776,0.3065,Lajes Corporativas,lajes-corporativas,60,5073.67,58923306.33,0.5173,0.5172859729287008,FMOF11,2,66.921625169881,251,,,
49,FPAB11,1.3500,0.7800,0.7467,2.2400,0.6467,3.8800,0.4842,5.8100,-4.7606,-10.4499,-4.0177,173.6500,2.2400,2025,0.3529,354.1800,-5.5570,265636798.0600,-9.0789,-5.2237,1.1365,0.3788,2.0579,0.3430,3.4596,0.2883,Lajes Corporativas,lajes-corporativas,200,297959.62,265636798.06,0.5647,0.5646846236376983,FPAB11,3,49.862868527263,747,,,
82,FRHY11,1.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,0,,2331594.5,0,,FRHY11,14,,7,,,
54,FVPQ11,0.5000,1.0000,1.1833,3.5500,0.9150,5.4900,0.8508,10.2100,7.4345,10.8879,8.5088,50.0000,3.5500,2025,0.2875,173.9100,-9.5491,486967695.0900,-7.7811,-9.2890,0.8046,0.8046,1.4111,0.2352,3.8977,0.3248,Shoppings,shoppings,50.92,46254.14,486967695.09,0.2928,0.2927951239146685,FVPQ11,1,25.446242812555,4091,,,
472,FZDA11,1.0530,0.8300,0.0000,0.0000,0.0000,0.0000,0.8300,0.8300,6.7227,7.6085,7.6085,127.0000,0.8300,2024,0.4704,223.8400,0.0000,346944464.7400,0.0000,0.0000,2.6847,2.6847,2.6847,2.6847,2.6847,2.6847,Indefinido,indefinido,124.37,453.29,267365416.07,0.721,0.555620085775554,FZDA11,0,65.41108542939,326,,,
2474,FZDB11,3.9140,3.4900,0.0000,0.0000,0.0000,0.0000,3.4900,3.4900,0.0000,,0.0000,112.0000,3.4900,2024,3.9144,99.9900,0.0000,359965649.4300,0.0000,0.0000,3.9144,3.9144,3.9144,3.9144,3.9144,3.9144,Indefinido,indefinido,127.62,531.52,606503151.39,0.7575,1.2763276327632764,FZDB11,,36.755369644888,111,,,
152,GAME11,0.0950,1.1500,1.1433,3.4300,1.1117,6.6700,1.0858,13.0300,3.1250,5.6463,4.3109,8.2500,3.4300,2025,1.0237,9.2800,-5.6911,201379133.0200,-98.8866,-4.7256,2.9813,0.9938,5.8246,0.9708,11.3850,0.9488,Indefinido,indefinido,8.6,668307.38,201379133.02,0.9267,0.9267241379310345,GAME11,14,12.044005587479,22797,,,
3317,GARE11,0.0830,1.0500,1.0833,3.2500,1.0750,6.4500,1.0592,12.7100,3.1332,-4.1182,4.2161,7.9000,3.2500,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,8.6,4643414.1,1354331211.04,0.9368,,GARE11,4,14.938382480631,326345,,,
372,GCFF11,3.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,4.2700,2023,0.9701,77.3100,-5.0012,26175371.6900,-7.9686,-4.0796,2.9028,0.9676,5.5391,0.9232,10.5300,0.8775,Fundo de Fundos,fundo-de-fundos,69.3,87694.83,118155565.38,1.086,0.8963911525029103,GCFF11,1,1.147002013467,8102,,,
2807,GCOI11,0.8059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Indefinido,indefinido,98.99,1178.43,10565504.91,1.0587,,GCOI11,5,,371,,,
536,GCRA11,0.6400,1.2800,1.3200,3.9600,1.3000,7.8000,1.2575,15.0900,8.0301,22.9239,9.4129,50.1800,3.9600,2025,0.7238,85.6600,-12.5906,149974370.6800,-0.7432,-11.9579,2.1265,0.7088,4.3417,0.7236,9.7150,0.8096,Indefinido,indefinido,51.82,91009.1,149974370.68,0.6049,0.604949801540976,GCRA11,0,24.062514382644,7598,,,
